name	bio.tools_id	id	description	tool_shed_repository	panel_section_name	edam_topics	edam_operations		
FASTQ joiner		toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.1+galaxy0	on paired end reads	fastq_paired_end_joiner	FASTA/FASTQ		
Rename sequences		toolshed.g2.bx.psu.edu/repos/devteam/fastx_renamer/cshl_fastx_renamer/0.0.14+galaxy1		fastx_renamer	FASTA/FASTQ		
Reverse-Complement		toolshed.g2.bx.psu.edu/repos/devteam/fastx_reverse_complement/cshl_fastx_reverse_complement/1.0.2+galaxy0		fastx_reverse_complement	FASTA/FASTQ		
Trim sequences		toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.2+galaxy0		fastx_trimmer	FASTA/FASTQ		
FASTQ to FASTA		toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta/1.0.2	converter from FASTX-toolkit	fastq_to_fasta	FASTA/FASTQ		
Compute quality statistics		toolshed.g2.bx.psu.edu/repos/devteam/fastx_quality_statistics/cshl_fastx_quality_statistics/1.0.1		fastx_quality_statistics	FASTA/FASTQ		
Draw quality score boxplot		toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_boxplot/cshl_fastq_quality_boxplot/1.0.1		fastq_quality_boxplot	FASTA/FASTQ		
Quality format converter		toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_converter/cshl_fastq_quality_converter/1.0.1	(ASCII-Numeric)	fastq_quality_converter	FASTA/FASTQ		
Filter by quality		toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter/1.0.2+galaxy0		fastq_quality_filter	FASTA/FASTQ		
FASTA Width		toolshed.g2.bx.psu.edu/repos/devteam/fasta_formatter/cshl_fasta_formatter/1.0.1	formatter	fasta_formatter	FASTA/FASTQ		
RNA/DNA		toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.2	converter	fasta_nucleotide_changer	FASTA/FASTQ		
Collapse		toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.1	sequences	fastx_collapser	FASTA/FASTQ		
Filter sequences by length		toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.2		fasta_filter_by_length	FASTA/FASTQ		
FASTA-to-Tabular		toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.1	converter	fasta_to_tabular	FASTA/FASTQ		
Tabular to FASTQ		toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.5	converter	tabular_to_fastq	FASTA/FASTQ		
Tabular-to-FASTA		toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.1	converts tabular file to FASTA format	tabular_to_fasta	FASTA/FASTQ		
Remove sequencing artifacts		toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.1+galaxy0		fastx_artifacts_filter	FASTA/FASTQ		
Exonerate		toolshed.g2.bx.psu.edu/repos/iuc/exonerate/exonerate/2.4.0	pairwise sequence comparison	exonerate	Annotation		
Sickle		toolshed.g2.bx.psu.edu/repos/iuc/sickle/sickle/1.33.2	windowed adaptive trimming of FASTQ data	sickle	FASTA/FASTQ		
FLASH		toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.4	adjust length of short reads	flash	FASTA/FASTQ		
seqtk_comp		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_comp/1.3.1	get the nucleotide composition of FASTA/Q	seqtk	FASTA/FASTQ		
seqtk_mutfa		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mutfa/1.3.1	point mutate FASTA at specified positions	seqtk	FASTA/FASTQ		
seqtk_hety		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_hety/1.3.1	regional heterozygosity	seqtk	FASTA/FASTQ		
seqtk_cutN		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_cutN/1.3.1	cut sequence at long N	seqtk	FASTA/FASTQ		
seqtk_mergefa		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergefa/1.3.1	merge two FASTA/Q files	seqtk	FASTA/FASTQ		
seqtk_trimfq		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_trimfq/1.3.1	trim FASTQ using the Phred algorithm	seqtk	FASTA/FASTQ		
seqtk_fqchk		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_fqchk/1.3.1	fastq QC (base/quality summary)	seqtk	FASTA/FASTQ		
seqtk_randbase		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_randbase/1.3.1	choose a random base from hets	seqtk	FASTA/FASTQ		
seqtk_subseq		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_subseq/1.3.1	extract subsequences from FASTA/Q files	seqtk	FASTA/FASTQ		
seqtk_dropse		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_dropse/1.3.1	drop unpaired from interleaved Paired End FASTA/Q	seqtk	FASTA/FASTQ		
seqtk_mergepe		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergepe/1.3.1	interleave two unpaired FASTA/Q files for a paired-end file	seqtk	FASTA/FASTQ		
seqtk_seq		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_seq/1.3.3	common transformation of FASTA/Q	seqtk	FASTA/FASTQ		
seqtk_listhet		toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_listhet/1.3.1	extract the position of each het	seqtk	FASTA/FASTQ		
mQC		toolshed.g2.bx.psu.edu/repos/rnateam/mqc/mqc/1.9	quality control of ribosome profiling mapping results	mqc	FASTA/FASTQ		
Draw nucleotides distribution chart		toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.1		fastx_nucleotides_distribution	FASTA/FASTQ		
Barcode Splitter		toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter/1.0.1		fastx_barcode_splitter	FASTA/FASTQ		
Get crosslinked nucleotides		toolshed.g2.bx.psu.edu/repos/iuc/bctools_extract_crosslinked_nucleotides/bctools_extract_crosslinked_nucleotides/0.2.1	from full alignments	bctools_extract_crosslinked_nucleotides	FASTA/FASTQ		
Trim putative adapter sequence		toolshed.g2.bx.psu.edu/repos/rnateam/atactk_trim_adapters/atactk_trim_adapters/0.1.6		atactk_trim_adapters	FASTA/FASTQ		
Create binary barcodes		toolshed.g2.bx.psu.edu/repos/iuc/bctools_convert_to_binary_barcode/bctools_convert_to_binary_barcode/0.2.2	from regular barcodes.	bctools_convert_to_binary_barcode	FASTA/FASTQ		
Extract barcodes		toolshed.g2.bx.psu.edu/repos/iuc/bctools_extract_barcodes/bctools_extract_barcodes/0.2.2	according to pattern	bctools_extract_barcodes	FASTA/FASTQ		
Extract alignment ends		toolshed.g2.bx.psu.edu/repos/iuc/bctools_extract_alignment_ends/bctools_extract_alignment_ends/0.2.2	from SAM or BAM	bctools_extract_alignment_ends	FASTA/FASTQ		
Merge PCR duplicates		toolshed.g2.bx.psu.edu/repos/iuc/bctools_merge_pcr_duplicates/bctools_merge_pcr_duplicates/0.2.2	according to UMIs	bctools_merge_pcr_duplicates	FASTA/FASTQ		
Remove spurious		toolshed.g2.bx.psu.edu/repos/iuc/bctools_remove_spurious_events/bctools_remove_spurious_events/0.2.2	crosslinking events	bctools_remove_spurious_events	FASTA/FASTQ		
Remove 3'-end nts		toolshed.g2.bx.psu.edu/repos/iuc/bctools_remove_tail/bctools_remove_tail/0.2.2	from FASTQ	bctools_remove_tail	FASTA/FASTQ		
Je-Clip		toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_clip/je_clip/1.2.1	clips Unique Molecular Identifiers (UMIs) from fastq files	je_clip	FASTA/FASTQ		
Je-Demultiplex		toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_demultiplex/je_demultiplex/1.2.1	demultiplexes fastq files	je_demultiplex	FASTA/FASTQ		
Je-MarkDuplicates		toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_markdupes/je_markdupes/1.2.1	to filter BAM files for read duplicates taking UMIs into account	je_markdupes	FASTA/FASTQ		
Je-Demultiplex-Illu		toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_demultiplex_illu/je_demultiplex_illu/1.2.1	demultiplexes fastq files using Illumina Index file	je_demultiplex_illu	FASTA/FASTQ		
FASTA Merge Files and Filter Unique Sequences		toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences/1.2.0	Concatenate FASTA database files together	fasta_merge_files_and_filter_unique_sequences	FASTA/FASTQ		
Thread nucleotides onto a protein alignment (back-translation)		toolshed.g2.bx.psu.edu/repos/peterjc/align_back_trans/align_back_trans/0.0.10	Gives a codon aware alignment	align_back_trans	FASTA/FASTQ		
lighter		toolshed.g2.bx.psu.edu/repos/bgruening/lighter/lighter/1.0	can correct the reads containing sequence errors	lighter	FASTA/FASTQ		
fastq-join		toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join/1.1.2-806	- Joins two paired-end reads on the overlapping ends	fastq_join	FASTA/FASTQ		
Split Fasta		toolshed.g2.bx.psu.edu/repos/rnateam/splitfasta/rbc_splitfasta/0.2.0	files into a collection	splitfasta	FASTA/FASTQ		
FASTQ info		toolshed.g2.bx.psu.edu/repos/bgruening/fastq_info/fastq_info/0.25.1+Galaxy0	validates single or paired fastq files	fastq_info	Quality Control		
QualiMap Counts QC		toolshed.g2.bx.psu.edu/repos/iuc/qualimap_counts/qualimap_counts/2.2.2c		qualimap_counts	RNA Analysis		
Samtools coverage		toolshed.g2.bx.psu.edu/repos/iuc/samtools_coverage/samtools_coverage/1.13	computes the depth at each position or region	samtools_coverage	SAM/BAM		
Convert, Merge, Randomize		toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.5.1+galaxy0	BAM datasets and perform other transformations	bamtools	SAM/BAM		
Filter		toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.1+galaxy0	BAM datasets on a variety of attributes	bamtools_filter	SAM/BAM		
Split BAM by Paired/Single End		toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_paired/bamtools_split_paired/2.5.1+galaxy0		bamtools_split_paired	SAM/BAM		
Split BAM by Reference		toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_ref/bamtools_split_ref/2.5.1+galaxy0	into dataset list collection	bamtools_split_ref	SAM/BAM		
Split BAM by Mapped		toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_mapped/bamtools_split_mapped/2.5.1+galaxy0		bamtools_split_mapped	SAM/BAM		
Split BAM by Tag		toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_tag/bamtools_split_tag/2.5.1+galaxy0	into dataset list collection	bamtools_split_tag	SAM/BAM		
Samtools phase		toolshed.g2.bx.psu.edu/repos/devteam/samtools_phase/samtools_phase/2.0.2	call and phase heterozygous SNPs	samtools_phase	SAM/BAM		
Samtools fastx		toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx/1.13	extract FASTA or FASTQ from alignment files	samtools_fastx	SAM/BAM		
Samtools view		toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.13+galaxy2	- reformat, filter, or subsample SAM, BAM or CRAM	samtools_view	SAM/BAM		
Samtools stats		toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.3	generate statistics for BAM dataset	samtools_stats	SAM/BAM		
Samtools split		toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.13	BAM dataset on readgroups	samtools_split	SAM/BAM		
Samtools flagstat		toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.4	tabulate descriptive stats for BAM datset	samtools_flagstat	SAM/BAM		
Samtools markdup		toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup/1.13	marks duplicate alignments	samtools_markdup	SAM/BAM		
Slice		toolshed.g2.bx.psu.edu/repos/devteam/samtools_slice_bam/samtools_slice_bam/2.0.2	BAM by genomic regions	samtools_slice_bam	SAM/BAM		
Samtools idxstats		toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.4	reports stats of the BAM index file	samtools_idxstats	SAM/BAM		
Samtools sort		toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.4	order of storing aligned sequences	samtools_sort	SAM/BAM		
Samtools bedcov		toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0.3	calculate read depth for a set of genomic intervals	samtools_bedcov	SAM/BAM		
BamUtil diff		toolshed.g2.bx.psu.edu/repos/iuc/bamutil_diff/bamutil_diff/1.0.15+galaxy1	two coordinate sorted SAM/BAM files	bamutil_diff	SAM/BAM		
Pileup-to-Interval		toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.3	condenses pileup format into ranges of bases	pileup_interval	SAM/BAM		
Samtools reheader		toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.2	copy SAM/BAM header between datasets	samtools_reheader	SAM/BAM		
QualiMap BamQC		toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc/2.2.2c+galaxy1		qualimap_bamqc	SAM/BAM		
Convert SAM		toolshed.g2.bx.psu.edu/repos/devteam/sam2interval/sam2interval/1.0.2	to interval	sam2interval	SAM/BAM		
Generate pileup		toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.3	from BAM dataset	sam_pileup	SAM/BAM		
QualiMap Multi-Sample BamQC		toolshed.g2.bx.psu.edu/repos/iuc/qualimap_multi_bamqc/qualimap_multi_bamqc/2.2.2c		qualimap_multi_bamqc	SAM/BAM		
Split		toolshed.g2.bx.psu.edu/repos/devteam/bamtools_split/bamtools_split/2.5.1+galaxy0	BAM datasets on variety of attributes	bamtools_split	SAM/BAM		
Tag pileup frequency		toolshed.g2.bx.psu.edu/repos/iuc/tag_pileup_frequency/tag_pileup_frequency/1.0.2		tag_pileup_frequency	SAM/BAM		
Samtools mpileup		toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.6	multi-way pileup of variants	samtools_mpileup	SAM/BAM		
Samtools calmd		toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0.3	recalculate MD/NM tags	samtools_calmd	SAM/BAM		
Samtools merge		toolshed.g2.bx.psu.edu/repos/iuc/samtools_merge/samtools_merge/1.13	merge multiple sorted alignment files	samtools_merge	SAM/BAM		
Samtools depth		toolshed.g2.bx.psu.edu/repos/iuc/samtools_depth/samtools_depth/1.13	compute the depth at each position or region	samtools_depth	SAM/BAM		
Samtools fixmate		toolshed.g2.bx.psu.edu/repos/iuc/samtools_fixmate/samtools_fixmate/1.13	fill mate coordinates, ISIZE and mate related flags	samtools_fixmate	SAM/BAM		
Filter SAM or BAM, output SAM or BAM		toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1	files on FLAG MAPQ RG LN or by region	samtool_filter2	SAM/BAM		
BAM filter		toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.9	Removes reads from a BAM file based on criteria	ngsutils_bam_filter	SAM/BAM		
RmDup		toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1	remove PCR duplicates	samtools_rmdup	SAM/BAM		
Merge BAM Files		toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.2.0	merges BAM files together	sam_merge	SAM/BAM		
BamHash		toolshed.g2.bx.psu.edu/repos/bgruening/bamhash/bamhash/1.1	Hash BAM and FASTQ files to verify data integrity	bamhash	SAM/BAM		
bedtools AnnotateBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.30.0	annotate coverage of features from multiple files	bedtools	BED		
bedtools BED12 to BED6		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.30.0	converter	bedtools	BED		
bedtools BED to BAM		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.30.0	converter	bedtools	BED		
bedtools BED to IGV		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.30.0	create batch script for taking IGV screenshots	bedtools	BED		
bedtools BEDPE to BAM		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.30.0	converter	bedtools	BED		
bedtools ClosestBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.30.0	find the closest, potentially non-overlapping interval	bedtools	BED		
bedtools ClusterBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.30.0	cluster overlapping/nearby intervals	bedtools	BED		
bedtools ComplementBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_complementbed/2.30.0	Extract intervals not represented by an interval file	bedtools	BED		
bedtools Compute both the depth and breadth of coverage		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.30.0	of features in file B on the features in file A (bedtools coverage)	bedtools	BED		
bedtools ExpandBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.30.0	replicate lines based on lists of values in columns	bedtools	BED		
bedtools FisherBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.30.0	calculate Fisher statistic between two feature files	bedtools	BED		
bedtools FlankBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.30.0	create new intervals from the flanks of existing intervals	bedtools	BED		
bedtools Genome Coverage		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0	compute the coverage over an entire genome	bedtools	BED		
bedtools GetFastaBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.30.0	use intervals to extract sequences from a FASTA file	bedtools	BED		
bedtools GroupByBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.30.0	group by common cols and summarize other cols	bedtools	BED		
bedtools Intersect intervals		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.30.0	find overlapping intervals in various ways	bedtools	BED		
bedtools JaccardBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.30.0	calculate the distribution of relative distances between two files	bedtools	BED		
bedtools LinksBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.30.0	create a HTML page of links to UCSC locations	bedtools	BED		
bedtools MakeWindowsBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.30.0	make interval windows across a genome	bedtools	BED		
bedtools MapBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.30.0.2	apply a function to a column for each overlapping interval	bedtools	BED		
bedtools MaskFastaBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.30.0	use intervals to mask sequences from a FASTA file	bedtools	BED		
bedtools MergeBED		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.30.0	combine overlapping/nearby intervals into a single interval	bedtools	BED		
bedtools MultiCovBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.30.0	counts coverage from multiple BAMs at specific intervals	bedtools	BED		
bedtools Multiple Intersect		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.30.0	identifies common intervals among multiple interval files	bedtools	BED		
bedtools NucBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.30.0	profile the nucleotide content of intervals in a FASTA file	bedtools	BED		
bedtools OverlapBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_overlapbed/2.30.0	computes the amount of overlap from two intervals	bedtools	BED		
bedtools RandomBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.30.0	generate random intervals in a genome	bedtools	BED		
bedtools ReldistBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.30.0	calculate the distribution of relative distances	bedtools	BED		
bedtools ShuffleBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.30.0	randomly redistrubute intervals in a genome	bedtools	BED		
bedtools SlopBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.30.0	adjust the size of intervals	bedtools	BED		
bedtools SortBED		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.30.0	order the intervals	bedtools	BED		
bedtools SpacingBed		toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.30.0	reports the distances between features	bedtools	BED		
